CES UnitId,NPCC Full Name,Type,Zone,Installation Date,Retirement Date,Summer Capacity (MW),Winter Capacity (MW),ISO_Q_ID
14218,Monarch Creek Wind II,WND,WEST,2029-01-01,12/31/2100,452.0,452.0,21INR0264
14219,El Suaz Ranch,WND,COASTAL,2022-09-30,12/31/2100,302.0,302.0,20INR0097
14220,Anchor Wind,WND,NORTH,2022-02-21,12/31/2100,115.0,115.0,21INR0387
14221,Grimes County Solar,SOL,NORTH,2025-03-15,1/1/2100,210.0,210.0,23INR0160
14222,Howle Solar,SOL,NORTH,2027-01-01,1/1/2100,60.0,60.0,20INR0075
14223,Gransolar Texas One,SOL,SOUTH,2026-02-01,1/1/2100,61.0,61.0,22INR0511
14224,Matagorda Solar,SOL,COASTAL,2026-10-01,1/1/2100,101.0,101.0,22INR0342
14225,Talitha Solar,SOL,SOUTH,2024-06-30,1/1/2100,131.0,131.0,21INR0393
14226,Garcitas Creek Solar,SOL,SOUTH,2025-04-01,1/1/2100,202.0,202.0,23INR0223
14227,XE MURAT Solar,SOL,HOUSTON,2024-05-15,1/1/2100,60.0,60.0,22INR0354
14228,Lavaca Bay Solar,SOL,COASTAL,2024-12-15,1/1/2100,243.5,243.5,23INR0084
14229,Ray Gulf Wind,WND,SOUTH,2028-01-01,1/1/2100,207.0,207.0,22INR0517
14230,Donegal Solar,SOL,PANHANDLE,2026-12-01,1/1/2100,204.0,204.0,23INR0089
14231,Siete Wind Lobo,WND,SOUTH,2026-10-31,1/1/2100,375.0,375.0,20INR0047
20254,Quail Run 3,NCC,WEST,2030-01-01,12/31/2070,275.0,275.0,
20255,Mountain Creek Expansion,STg+,NORTH,2030-01-01,1/1/2100,700.0,700.0,
20258,J T Deely 3,STc+,SOUTH,2050-01-01,1/1/2018,80.0,80.0,
22097,Texas Offshore Wind 1 Placeholder,WND,COASTAL,2033-11-01,1/1/2100,800.0,800.0,
22098,Texas Offshore Wind 2 Placeholder,WND,HOUSTON,2033-11-01,1/1/2100,800.0,800.0,
22099,Texas Offshore Wind 3 Placeholder,WND,HOUSTON,2033-11-01,1/1/2100,800.0,800.0,
22116,Snyder Gravity Energy Storage,PS,WEST,2025-12-01,1/1/2100,18.0,18.0,
22117,El Patrimonio Solar,SOL,SOUTH,2025-05-01,1/1/2100,145.0,145.0,23INR0207
22118,Bexar County BESS,PS,SOUTH,2024-12-01,1/1/2100,50.0,50.0,
23700,Azure Sky Solar,SOL,WEST,2021-06-01,12/31/2100,228.0,228.0,21INR0477
23701,Juno Solar (Phase II),SOL,WEST,2021-06-01,12/31/2100,147.0,147.0,21INR0501
23702,Blue Hills Wind,WND,WEST,2029-01-01,12/31/2100,254.0,254.0,20INR0271
23703,Hutt Wind,WND,WEST,2024-01-01,12/31/2100,336.0,336.0,21INR0005
23704,Apogee Wind,WND,WEST,2022-03-01,12/31/2100,452.0,452.0,21INR0467
23705,Brightside Solar,SOL,SOUTH,2021-12-14,12/31/2100,50.0,50.0,18INR0060
23706,Pine Forest Solar,SOL,NORTH,2025-06-01,12/31/2100,284.0,284.0,20INR0203
23707,Old Hickory Solar,SOL,SOUTH,2023-06-01,12/31/2100,206.0,206.0,20INR0236
23708,Kellam Solar,SOL,NORTH,2020-12-01,12/31/2100,60.0,60.0,20INR0261
23709,Tres Bahias Solar,SOL,COASTAL,2022-11-21,12/31/2100,195.0,195.0,20INR0266
23710,Vancourt Solar,SOL,COASTAL,2022-05-01,12/31/2100,45.7,45.7,21INR0213
23711,Sbranch Solar Project,SOL,SOUTH,2022-07-01,12/31/2100,233.5,233.5,22INR0205
23712,Corazon Solar Phase II,SOL,SOUTH,2025-12-01,12/31/2100,204.0,204.0,22INR0257
23713,Sparta Solar,SOL,SOUTH,2022-10-15,12/31/2100,256.0,256.0,22INR0352
23714,Charger Solar,SOL,COASTAL,2023-06-01,12/31/2100,408.0,408.0,23INR0047
23715,Blue Jay Solar,SOL,NORTH,2021-12-30,12/31/2100,210.0,210.0,19INR0085
23716,Solemio Solar,SOL,NORTH,2023-01-01,12/31/2100,81.0,81.0,19INR0093
23717,Vision Solar 1,SOL,NORTH,2021-11-05,12/31/2100,129.0,129.0,20INR0082
23718,Rueter Solar,SOL,NORTH,2024-01-01,12/31/2100,200.0,200.0,20INR0202
23719,Noble Solar,SOL,NORTH,2022-06-01,12/31/2100,279.0,279.0,20INR0214
23720,Starr Solar Ranch,SOL,SOUTH,2023-06-01,12/31/2100,136.0,136.0,20INR0216
23721,Tyson Nick Solar,SOL,NORTH,2026-06-01,12/31/2100,90.0,90.0,20INR0222
23722,Second Division Solar,SOL,COASTAL,2026-06-01,12/31/2100,100.0,100.0,20INR0248
23723,Red Holly Solar,SOL,WEST,2026-01-01,12/31/2100,260.0,260.0,21INR0022
23724,Indigo Solar,SOL,WEST,2027-01-01,12/31/2100,125.0,125.0,21INR0031
23725,Samson Solar 1,SOL,NORTH,2021-09-10,12/31/2100,250.0,250.0,21INR0221
23726,Carol Solar,SOL,PANHANDLE,2026-05-01,12/31/2100,223.0,223.0,21INR0274
23727,7V Solar,SOL,SOUTH,2024-01-01,12/31/2100,246.0,246.0,21INR0351
23728,Concho Valley Solar,SOL,WEST,2022-09-01,12/31/2100,160.0,160.0,21INR0384
23729,Red-tailed Hawk Solar,SOL,SOUTH,2023-03-31,12/31/2100,355.0,355.0,21INR0389
23730,Samson Solar 2,SOL,NORTH,2023-06-30,12/31/2100,200.0,200.0,21INR0490
23731,Samson Solar 3,SOL,NORTH,2022-04-01,12/31/2100,250.0,250.0,21INR0491
23732,Texana Solar,SOL,SOUTH,2028-06-01,12/31/2100,152.0,152.0,18INR0058
23733,Hill Solar,SOL,NORTH,2028-06-01,12/31/2100,80.0,80.0,19INR0135
23734,Castro Solar,SOL,PANHANDLE,2025-04-01,12/31/2100,223.0,223.0,20INR0050
23735,Signal Solar,SOL,NORTH,2025-01-01,12/31/2100,50.0,50.0,20INR0208
23736,Hopkins Solar,SOL,NORTH,2024-01-01,12/31/2100,252.0,252.0,20INR0210
23737,Dawn Solar,SOL,PANHANDLE,2027-01-01,12/31/2100,516.0,516.0,20INR0255
23738,Zier Solar,SOL,SOUTH,2026-01-01,12/31/2100,160.0,160.0,21INR0019
23739,Tulsita Solar,SOL,SOUTH,2028-06-01,12/31/2100,258.0,258.0,21INR0223
23740,Spanish Crown,SOL,NORTH,2022-07-15,12/31/2100,103.0,103.0,21INR0323
23741,Space City Solar,SOL,SOUTH,2022-05-06,12/31/2100,610.0,610.0,21INR0341
23742,Wilmeth Solar,SOL,SOUTH,2028-06-01,12/31/2100,160.0,160.0,21INR0355
23743,Grandslam Solar,SOL,SOUTH,2027-01-01,12/31/2100,228.0,228.0,21INR0391
23744,SunRay,SOL,SOUTH,2028-06-01,12/31/2100,200.0,200.0,21INR0395
23745,Cane Flats Solar,SOL,SOUTH,2028-06-01,12/31/2100,128.0,128.0,21INR0403
23746,Delilah Solar 1,SOL,NORTH,2022-09-05,12/31/2100,300.0,300.0,22INR0202
23747,Delilah Solar 2,SOL,NORTH,2023-06-30,12/31/2100,310.0,310.0,22INR0203
23748,Dragan Solar,SOL,NORTH,2029-06-01,12/31/2100,411.0,411.0,22INR0237
23749,Pisgah Ridge Solar,SOL,NORTH,2027-01-01,12/31/2100,254.0,254.0,22INR0254
23750,Loma Pinta Solar,SOL,SOUTH,2028-06-01,12/31/2100,203.0,203.0,22INR0357
23751,Outpost Solar,SOL,SOUTH,2029-06-01,12/31/2100,514.0,514.0,23INR0007
23752,Delilah Solar 3,SOL,NORTH,2023-06-30,12/31/2100,200.0,200.0,23INR0042
23753,Delilah Solar 4,SOL,NORTH,2023-06-30,12/31/2100,90.0,90.0,23INR0060
23754,Pinnington Solar,SOL,NORTH,2029-06-01,12/31/2100,650.0,650.0,24INR0010
23755,Big Star Solar,SOL,SOUTH,2023-01-17,12/31/2100,203.0,203.0,21INR0413
23900,OCI Alamo 3,SOL,SOUTH,2014-12-15,12/31/2100,5.5,5.5,
23901,OCI Alamo 5,SOL,SOUTH,2016-04-01,12/31/2100,105.0,105.0,
23902,OCI Alamo 6,SOL,WEST,2016-09-01,12/31/2100,110.0,110.0,
23903,OCI Alamo 7,SOL,WEST,2016-09-01,12/31/2100,100.0,100.0,
23904,First Solar Girvin Solar,SOL,WEST,2016-12-01,12/31/2100,120.0,120.0,
23905,Oak Solar Buckthorn (Riggins),SOL,WEST,2018-02-01,12/31/2100,150.0,150.0,15INR0045
23906,Maplewood Solar,SOL,WEST,2021-05-19,12/31/2100,222.0,222.0,17INR0020a
23907,West Ercot ZONAL Solar,SOL,WEST,2025-06-01,12/31/2100,100.0,100.0,
23908,South Ercot ZONAL Solar,SOL,SOUTH,2026-06-01,12/31/2100,50.0,50.0,
23909,North Ercot ZONAL Solar,SOL,NORTH,2020-10-01,12/31/2100,50.0,50.0,
23910,West of Pecos Solar,SOL,WEST,2019-11-08,1/1/2100,100.0,100.0,14INR0044
23911,Midway Solar Bakersfield,SOL,WEST,2018-12-01,1/1/2101,182.0,182.0,16INR0115
23912,Roadrunner Solar I,SOL,WEST,2019-12-15,12/31/2100,200.0,200.0,19INR0102
23913,Long Draw Solar,SOL,WEST,2020-11-11,12/31/2100,227.0,227.0,18INR0055
23914,West of Odessa 345 Capacity Solar,SOL,WEST,2024-10-01,12/31/2100,300.0,300.0,
23915,King Mountain Solar,SOL,WEST,2024-10-01,12/31/2100,300.0,300.0,19INR0002
23916,Prospero Solar,SOL,WEST,2020-06-30,1/1/2100,300.0,300.0,19INR0092
23917,Lapetus Solar,SOL,WEST,2025-01-01,1/1/2100,35.0,35.0,
23918,Wink Solar,SOL,WEST,2024-01-01,1/1/2100,150.0,150.0,19INR0031
23919,Aragorn Solar,SOL,WEST,2021-10-31,1/1/2100,186.0,186.0,19INR0088
23920,Phoebe Solar,SOL,WEST,2019-07-01,1/1/2100,250.0,250.0,19INR0029
23921,Misae Solar,SOL,WEST,2019-10-20,1/1/2100,240.0,240.0,18INR0045
23922,Roadrunner Solar II,SOL,WEST,2020-07-06,1/1/2100,200.0,200.0,20INR0298
23923,Oberon Solar,SOL,WEST,2020-05-06,1/1/2100,180.0,180.0,19INR0083
23924,Rambler Solar,SOL,WEST,2020-06-01,1/1/2100,200.0,200.0,19INR0114
23925,Soda Lake Solar 1,SOL,WEST,2024-01-01,1/1/2100,200.0,200.0,18INR0040
23926,Soda Lake Solar 2,SOL,WEST,2023-05-31,1/1/2100,200.0,200.0,20INR0143
23927,Taygete Solar,SOL,WEST,2020-12-03,1/1/2100,255.0,255.0,20INR0054
23928,Cutlass Solar,SOL,HOUSTON,2022-09-01,1/1/2100,102.0,102.0,19INR0131
23929,Fighting Jays Solar,SOL,HOUSTON,2022-06-01,1/1/2100,350.0,350.0,21INR0278
23930,RE Maplewood 2b Solar,SOL,WEST,2021-05-19,1/1/2100,28.0,28.0,17INR0020b
23931,RE Maplewood 2c Solar,SOL,WEST,2025-01-01,1/1/2100,100.0,100.0,17INR0020c
23932,RE Maplewood 2d Solar,SOL,WEST,2026-01-01,1/1/2100,100.0,100.0,17INR0020d
23933,RE Maplewood 2e Solar,SOL,WEST,2027-01-01,1/1/2100,100.0,100.0,17INR0020e
23934,Fowler Ranch,SOL,WEST,2020-08-08,1/1/2100,150.0,150.0,18INR0039
23935,Holstein Solar,SOL,WEST,2020-03-27,1/1/2100,204.0,204.0,19INR0009
23936,Rayos Del Sol,SOL,COASTAL,2022-06-01,1/1/2100,137.5,137.5,19INR0045
23937,Shakes Solar,SOL,SOUTH,2022-08-01,1/1/2100,206.0,206.0,19INR0073
23938,Oxy Solar,SOL,WEST,2019-07-15,1/1/2100,16.2,16.2,19INR0184
23939,Lapetus Solar 2,SOL,WEST,2019-12-15,1/1/2100,100.0,100.0,19INR0185
23940,Juno Solar,SOL,WEST,2021-05-01,1/1/2100,166.0,166.0,21INR0026
23941,Samson Solar Lamar,SOL,NORTH,2024-01-01,1/1/2100,200.0,200.0,21INR0008
23942,Mustang Creek Solar,SOL,SOUTH,2022-06-30,1/1/2100,150.0,150.0,18INR0050
23943,Fort Bend Solar,SOL,HOUSTON,2022-05-01,1/1/2100,240.0,240.0,18INR0053
23944,Wagyu Solar,SOL,COASTAL,2020-07-01,1/1/2100,122.0,122.0,18INR0062
23945,Texas Solar Nova,SOL,WEST,2023-12-01,1/1/2100,252.0,252.0,19INR0001
23946,Greasewood Solar,SOL,WEST,2020-11-04,1/1/2100,255.0,255.0,19INR0034
23947,Norton Solar,SOL,WEST,2023-06-01,1/1/2100,125.0,125.0,19INR0035
23948,Lily Solar,SOL,NORTH,2021-06-30,1/1/2100,146.0,146.0,19INR0044
23949,Anson Solar 1,SOL,WEST,2021-01-01,1/1/2100,201.0,201.0,19INR0081
23950,Rodeo Solar,SOL,WEST,2025-01-01,1/1/2100,200.0,200.0,19INR0103
23951,Galloway Solar,SOL,WEST,2021-07-01,1/1/2100,250.0,250.0,19INR0121
23952,Impact Solar,SOL,NORTH,2020-11-17,1/1/2100,199.0,199.0,19INR0151
23953,Morrow Lake Solar,SOL,SOUTH,2022-09-01,1/1/2100,200.0,200.0,19INR0155
23954,Garnet Solar,SOL,SOUTH,2029-01-01,1/1/2100,20.0,20.0,20INR0021
23955,Rippey Solar,SOL,NORTH,2020-12-01,1/1/2100,60.0,60.0,20INR0031
23956,IP Titan Solar,SOL,WEST,2021-04-08,1/1/2100,270.0,270.0,20INR0032
23957,Misae Solar II,SOL,PANHANDLE,2023-04-01,1/1/2100,500.0,500.0,20INR0091
23958,Taygete II Solar,SOL,WEST,2021-12-06,1/1/2100,203.8,203.8,21INR0233
23959,Horizon Solar,SOL,SOUTH,2023-12-31,1/1/2100,204.0,204.0,21INR0261
23960,Elara Solar,SOL,SOUTH,2021-12-01,1/1/2100,132.0,132.0,21INR0276
23961,Santa Rita Solar,SOL,WEST,2029-10-01,1/1/2100,400.0,400.0,18INR0049
23962,Angelina Solar,SOL,NORTH,2029-10-01,1/1/2100,150.0,150.0,19INR0110
23963,Tom Green Solar 138kv,SOL,WEST,2029-10-01,1/1/2100,150.0,150.0,19INR0111
23964,March Road Solar,SOL,WEST,2029-10-01,1/1/2100,200.0,200.0,19INR0147
23965,Frye Solar,SOL,PANHANDLE,2025-10-01,1/1/2100,500.0,500.0,20INR0080
23966,Strategic Energy Solar,SOL,NORTH,2021-11-01,1/1/2100,135.0,135.0,20INR0081
23967,Plainview Solar,SOL,SOUTH,2020-11-01,1/1/2100,514.0,514.0,20INR0130
23968,Diamondback Solar,SOL,SOUTH,2029-10-01,1/1/2100,201.0,201.0,20INR0162
23969,Roseland Solar,SOL,NORTH,2022-07-14,1/1/2100,500.0,500.0,20INR0205
23970,Eunice Solar,SOL,WEST,2021-01-08,1/1/2100,420.0,420.0,20INR0219
23971,Anson Solar II,SOL,WEST,2024-05-01,1/1/2100,200.0,200.0,20INR0242
23972,Smithland Texas Solar,SOL,SOUTH,2029-10-01,1/1/2100,200.0,200.0,21INR0203
23973,Radian Solar,SOL,NORTH,2023-01-01,1/1/2100,375.0,375.0,21INR0205
23974,Equinox Solar 1,SOL,SOUTH,2029-10-01,1/1/2100,200.0,200.0,21INR0226
23975,Anson Solar III,SOL,WEST,2028-05-01,1/1/2100,200.0,200.0,21INR0247
23976,Old 300 Solar Center,SOL,HOUSTON,2022-03-01,1/1/2100,438.8,438.8,21INR0406
23977,Mockingbird Solar,SOL,NORTH,2029-10-01,1/1/2100,200.0,200.0,21INR0419
23978,Armadillo Solar,SOL,NORTH,2026-03-01,1/1/2100,200.0,200.0,21INR0421
23979,Point Mountain Solar,SOL,WEST,2029-10-01,1/1/2100,500.0,500.0,22INR0236
23980,Corazon Solar,SOL,SOUTH,2021-06-30,12/31/2100,200.0,200.0,15INR0044
23981,Myrtle Solar,SOL,COASTAL,2022-12-31,12/31/2100,321.0,321.0,19INR0041
23982,Long Point Solar,SOL,COASTAL,2026-01-01,12/31/2100,100.0,100.0,19INR0042
23983,Phoenix Solar,SOL,NORTH,2021-04-30,12/31/2100,82.0,82.0,19INR0091
23984,Flatland Solar,SOL,WEST,2025-01-01,12/31/2100,147.0,147.0,19INR0129
23985,Cottonwood Bayou,SOL,COASTAL,2025-01-01,12/31/2100,150.0,150.0,19INR0134
23986,Sun Valley,SOL,NORTH,2022-12-29,12/31/2100,250.0,250.0,19INR0169
23987,Coniglio Solar,SOL,NORTH,2021-06-18,12/31/2100,126.0,126.0,20INR0037
23988,Bravepost Solar,SOL,WEST,2023-05-31,12/31/2100,200.0,200.0,20INR0053
23989,Danish Fields Solar,SOL,SOUTH,2023-06-30,12/31/2100,201.0,201.0,20INR0069
23990,Danciger Solar,SOL,COASTAL,2022-06-01,12/31/2100,203.0,203.0,20INR0098
23991,Westoria Solar,SOL,COASTAL,2022-10-01,12/31/2100,203.0,203.0,20INR0101
23992,BlueBell Solar II,SOL,WEST,2021-03-01,12/31/2100,115.0,115.0,20INR0204
23993,Timberwolf POI A,SOL,WEST,2025-01-01,12/31/2100,150.0,150.0,20INR0226
23994,Crowded Star Solar,SOL,WEST,2023-10-03,12/31/2100,218.0,218.0,20INR0241
23995,Danish Fields II,SOL,SOUTH,2023-06-01,12/31/2100,201.0,201.0,21INR0016
23996,Danish Fields III,SOL,SOUTH,2023-06-01,12/31/2100,201.0,201.0,21INR0017
23997,Green Holly Solar,SOL,WEST,2027-01-01,12/31/2100,414.0,414.0,21INR0021
23998,Prospero Solar II,SOL,WEST,2021-04-20,12/31/2100,250.0,250.0,21INR0229
23999,Galloway 2 Solar,SOL,WEST,2023-06-01,12/31/2100,110.0,110.0,21INR0431
24001,Pflugerville Solar,SOL,SOUTH,2021-07-15,1/1/2100,144.0,144.0,15INR0090
24002,FRV AE Solar- Webberville,SOL,SOUTH,2011-12-20,1/1/2100,30.0,30.0,
24008,Rabel Road Solar,SOL,SOUTH,2012-06-19,1/1/2100,9.9,9.9,
24009,Blue Wing Solar,SOL,SOUTH,2010-12-01,1/1/2100,14.86,14.86,
24010,Somerset Solar,SOL,SOUTH,2012-12-01,1/1/2100,10.56,10.56,
24011,Valley Road Solar,SOL,SOUTH,2012-06-19,1/1/2100,9.9,9.9,
24155,White Camp Solar,SOL,WEST,2040-01-01,12/31/2100,100.0,100.0,
24156,Bryan Solar,SOL,WEST,2013-12-01,12/31/2100,10.0,10.0,
24211,Mustang Solar Project,SOL,SOUTH,2030-01-01,1/1/2100,30.0,30.0,
24212,Acacia Solar Generating Facility,SOL,WEST,2013-06-01,1/1/2100,12.0,12.0,
24218,OCI Alamo 4,SOL,SOUTH,2014-08-01,1/1/2100,42.0,42.0,
24219,Barilla Solar,SOL,WEST,2014-09-01,1/1/2100,30.0,30.0,12INR0059b
24252,Alamo II St Hedwig Solar,SOL,SOUTH,2014-03-01,1/1/2101,4.4,4.4,
24253,Roserock Solar,SOL,WEST,2016-08-01,1/1/2100,160.0,160.0,
25050,Stockyard Grid Batt,PS,NORTH,2024-04-01,12/31/2100,150.6,150.6,21INR0492
25051,Coral Storage,PS,NORTH,2024-03-30,12/31/2100,101.0,101.0,23INR0124
25052,Air Products GCA,NGT,HOUSTON,2023-12-08,12/31/2100,14.0,14.0,21INR0012
25053,Zier Storage,PS,SOUTH,2024-02-01,12/31/2100,40.4,40.4,21INR0027
25054,Myrtle Storage,PS,COASTAL,2023-12-31,12/31/2100,155.0,155.0,21INR0442
25055,Sun Valley BESS,PS,NORTH,2023-09-15,12/31/2100,101.4,101.4,22INR0429
25056,Brotman III Power Station,NGT,COASTAL,2024-06-21,12/31/2100,102.0,102.0,23INR0613
25057,Pioneer DJ Wind,WND,WEST,2024-04-20,12/31/2100,140.0,140.0,23INR0387
25058,Goodnight Wind Capacity,WND,PANHANDLE,2024-12-31,12/31/2100,250.0,250.0,23INR0637
25059,Roadrunner Crossing Wind II,WND,NORTH,2023-12-31,12/31/2100,127.0,127.0,21INR0515
25060,Angelo Storage,PS,WEST,2024-05-03,12/31/2100,103.0,103.0,23INR0418
25061,Gulf Star Storage SLF,PS,SOUTH,2024-06-25,12/31/2100,301.0,301.0,23INR0460
25062,Big Elm Solar,SOL,NORTH,2024-08-01,12/31/2100,200.0,200.0,21INR0353
25063,Buckeye Corpus Fuels Solar,SOL,COASTAL,2025-02-22,12/31/2100,57.59,57.59,22INR0397
25065,Remy Jade GT 1-6,NGT,HOUSTON,2024-05-15,12/31/2100,408.0,408.0,23INR0339
25066,Five Wells Solar,SOL,NORTH,2023-12-01,12/31/2100,323.0,323.0,24INR0015
25067,Remy Jade GT 7-8,NGT,HOUSTON,2024-11-30,12/31/2100,104.0,104.0,24INR0382
25068,Danish Fields Storage,PS,SOUTH,2024-03-01,12/31/2100,152.4,152.4,21INR0450
25069,Duffy Solar,SOL,COASTAL,2026-11-01,12/31/2100,545.0,545.0,23INR0057
25070,Mandorla Solar,SOL,SOUTH,2024-12-01,12/31/2100,254.0,254.0,21INR0303
25071,Aureola Solar,SOL,SOUTH,2024-07-01,12/31/2100,203.0,203.0,21INR0302
25072,Stoneridge Solar,SOL,SOUTH,2024-12-15,12/31/2100,201.0,201.0,24INR0031
25073,Ulysses Solar,SOL,WEST,2026-01-01,12/31/2100,150.0,150.0,21INR0253
25074,Noria Solar DCC,SOL,COASTAL,2025-09-01,12/31/2100,145.0,145.0,23INR0061
25075,Bordertown BESS,PS,SOUTH,2025-01-31,12/31/2100,106.15,106.15,23INR0354
25076,Brazos Bend BESS,PS,HOUSTON,2024-04-01,12/31/2100,101.21,101.21,23INR0363
25077,Tierra Bonita Solar,SOL,WEST,2024-07-12,12/31/2100,309.68,309.68,21INR0424
25078,Desert Vine Solar,SOL,SOUTH,2024-12-01,12/31/2100,121.0,121.0,22INR0307
25079,Tanglewood Solar,SOL,COASTAL,2025-01-16,12/31/2100,257.0,257.0,23INR0054
25080,BRP Avila BESS,PS,WEST,2025-01-01,12/31/2100,165.0,165.0,23INR0287
25081,BRP Zeya BESS,PS,HOUSTON,2025-01-01,12/31/2100,257.0,257.0,23INR0290
25082,Citadel BESS,PS,HOUSTON,2024-09-01,12/31/2100,206.0,206.0,24INR0147
25083,St. Gall I Energy Storage,PS,WEST,2024-01-25,12/31/2100,102.6,102.6,22INR0524
25084,St. Gall II Energy Storage,PS,WEST,2026-06-01,12/31/2100,102.6,102.6,22INR0525
25085,Alila Solar,SOL,COASTAL,2026-06-01,12/31/2100,256.5,256.5,23INR0093
25086,Five Wells Storage,PS,NORTH,2024-02-01,12/31/2100,220.8,220.8,23INR0159
25087,TECO GTG2,NGT,HOUSTON,2024-01-04,12/31/2100,50.0,50.0,23INR0408
25088,SOHO BESS,PS,COASTAL,2025-01-01,12/31/2100,206.32,206.32,23INR0419
25089,Al Pastor BESS,PS,WEST,2024-09-02,12/31/2100,100.8,100.8,24INR0273
25090,Third Coast BESS,PS,SOUTH,2024-12-15,12/31/2100,101.0,101.0,23INR0361
25091,Seven Flags BESS,PS,SOUTH,2024-12-15,12/31/2100,101.0,101.0,23INR0351
25092,Honeycomb Solar,SOL,SOUTH,2025-06-01,12/31/2100,61.0,61.0,22INR0559
25093,Adamstown Storage,PS,WEST,2027-06-01,12/31/2100,117.0,117.0,21INR0209
25094,Adamstown Solar,SOL,WEST,2027-06-01,12/31/2100,254.0,254.0,21INR0210
25095,Halo Solar,SOL,NORTH,2024-07-01,12/31/2100,254.0,254.0,21INR0304
25096,Galactic Solar,SOL,NORTH,2028-06-01,12/31/2100,205.0,205.0,23INR0144
25097,Eliza Solar,SOL,NORTH,2025-01-01,12/31/2100,151.2,151.2,21INR0368
25098,Tidwell Prairie Storage 1,PS,NORTH,2026-02-01,12/31/2100,200.0,200.0,21INR0517
25099,Eliza Storage,PS,NORTH,2024-11-01,12/31/2100,100.62,100.62,22INR0260
25100,Clutch City Solar,SOL,COASTAL,2028-10-01,12/31/2100,204.1,204.1,22INR0279
25101,Pink Solar,SOL,NORTH,2027-01-01,12/31/2100,151.0,151.0,22INR0281
25102,Noria Storage,PS,COASTAL,2025-09-01,12/31/2100,75.0,75.0,23INR0062
25103,Umbra (Stockyard) Solar,SOL,NORTH,2026-06-01,12/31/2100,210.0,210.0,23INR0155
25104,Umbra (Stockyard) BESS,PS,NORTH,2026-06-01,12/31/2100,73.0,73.0,23INR0156
25105,Hoyte Solar,SOL,SOUTH,2027-01-01,12/31/2100,203.9,203.9,23INR0235
25106,Trojan Solar,SOL,NORTH,2026-03-01,12/31/2100,206.1,206.1,23INR0296
25107,Greater Bryant G Solar,SOL,WEST,2027-06-01,12/31/2100,41.6,41.6,23INR0300
25108,Compadre Solar,SOL,NORTH,2027-06-01,12/31/2100,405.3,405.3,24INR0023
25109,Talitha BESS,PS,SOUTH,2024-07-01,12/31/2100,61.4,61.4,23INR0331
25110,Ash Creek Solar,SOL,NORTH,2028-01-01,12/31/2100,409.0,409.0,21INR0379
25111,Cottonwood Bayou Storage,PS,COASTAL,2028-01-01,12/31/2100,150.0,150.0,21INR0443
25112,SkySealy GT 1,NGT,SOUTH,2028-06-01,12/31/2100,50.0,50.0,21INR0500
25113,SkySealy GT 2,NGT,SOUTH,2028-06-01,12/31/2100,50.0,50.0,21INR0500
25114,SkySealy GT 3,NGT,SOUTH,2028-06-01,12/31/2100,50.0,50.0,21INR0500
25115,Ferdinand Grid BESS,PS,SOUTH,2026-06-01,12/31/2100,202.6,202.6,22INR0422
25116,Platinum Storage,PS,NORTH,2027-06-01,12/31/2100,303.5,303.5,22INR0554
25117,Cradle Solar,SOL,COASTAL,2028-01-01,12/31/2100,225.0,225.0,23INR0150
25118,Fort Duncan BESS,PS,SOUTH,2025-03-01,12/31/2100,106.1,106.1,23INR0350
25119,Connolly Storage,PS,NORTH,2024-09-01,12/31/2100,125.0,125.0,23INR0403
25120,BoCo BESS,PS,WEST,2024-07-01,12/31/2100,153.3,153.3,23INR0470
25121,SP Jaguar Solar,SOL,NORTH,2025-07-01,12/31/2100,300.0,300.0,24INR0038
25122,SP Jaguar BESS,PS,NORTH,2025-07-01,12/31/2100,300.0,300.0,24INR0039
25123,Oriana Solar,SOL,SOUTH,2027-01-01,12/31/2100,201.3,201.3,24INR0093
25124,Oriana BESS,PS,SOUTH,2025-07-02,12/31/2100,61.4,61.4,24INR0109
25125,Iron Belt Energy Storage,PS,WEST,2028-01-01,12/31/2100,401.9,401.9,25INR0208
25126,Uhland Maxwell,NGT,SOUTH,2025-05-01,12/31/2100,184.0,184.0,25INR0223
25127,SMT Ironman BESS,PS,COASTAL,2024-11-01,12/31/2100,304.0,304.0,24INR0265
25128,Anole BESS,PS,NORTH,2027-01-01,12/31/2100,241.0,241.0,23INR0299
25129,True North Solar,SOL,NORTH,2024-07-01,12/31/2100,240.0,240.0,23INR0114
25130,Monte Cristo 1 Wind,WND,SOUTH,2025-10-01,12/31/2100,237.0,237.0,19INR0054
25131,SOHO II BESS,PS,COASTAL,2025-01-01,12/31/2100,206.0,206.0,25INR0162
25132,Erin Solar,SOL,SOUTH,2026-06-01,12/31/2100,203.0,203.0,23INR0058
25133,Pintail Pass BESS,PS,COASTAL,2026-06-01,12/31/2100,201.0,201.0,24INR0302
25134,Desert Willow BESS,PS,NORTH,2027-01-01,12/31/2100,151.0,151.0,23INR0195
25135,Tierra Seca BESS,PS,WEST,2028-01-01,12/31/2100,101.0,101.0,23INR0364
25136,Dori BQ Solar,SOL,HOUSTON,2027-01-01,12/31/2100,50.0,50.0,23INR0040
25137,Grizzly Ridge FBAT,FBAT,NORTH,2022-12-28,12/31/2100,10.0,10.0,22INR0596
25138,Olney FBAT,FBAT,WEST,2023-06-15,12/31/2100,10.0,10.0,22INR0603
25139,Pleasanton FBAT,FBAT,SOUTH,2023-06-15,12/31/2100,10.0,10.0,23INR0520
