CES UnitId,NPCC Full Name,Type,Zone,Installation Date,Retirement Date,Summer Capacity (MW),Winter Capacity (MW),ISO_Q_ID
8478,Pecos Wind (Woodward 1),WND,WEST,2001-01-01,12/31/2070,82.5,82.5,18INR0079
8479,Pecos Wind (Woodward 2),WND,WEST,2001-01-01,12/31/2070,77.22,77.22,18INR0080
8481,Silver Star,WND,NORTH,2007-06-01,12/31/2070,60.0,60.0,18INR0064
8482,Sweetwater Wind 1,WND,WEST,2003-01-01,12/31/2070,97.5,97.5,18INR0073
8483,Sweetwater Wind 2-3,WND,WEST,2005-01-01,12/31/2070,145.0,145.0,17INR0068
8484,Trent Wind Farm,WND,WEST,2001-01-01,12/31/2070,131.0,131.0,17INR0069
8564,Native CFB Units 11&12 (Formosa Plastics),Fixed,SOUTH,2025-01-01,12/31/2070,263.0,263.0,
8571,Air Liquide - LaPorte,GT,HOUSTON,2050-01-01,12/31/2100,19.5,19.5,
8624,La Paloma Energy Center,NCC,SOUTH,2025-06-01,12/31/2100,690.0,690.0,
8828,Valley 1-II,STg200,NORTHEAS,2025-01-01,12/31/2070,177.0,188.0,
8829,Valley 2-II,STg+,NORTHEAS,2050-01-01,12/31/2070,550.0,576.0,
8830,Valley 3-II,STg+,NORTHEAS,2050-01-01,12/31/2070,390.0,410.0,
8835,Twin Oaks 3,STc+,NORTH,2050-01-01,12/31/2045,630.0,630.0,
8838,Cobisa-Greenville 1,NCC,NORTH,2050-01-01,12/31/2070,600.0,610.0,
8839,Cobisa-Greenville 2,NCC,NORTH,2050-01-01,12/31/2100,600.0,610.0,
8840,Cobisa-Greenville 3,NCC,NORTH,2050-01-01,12/31/2100,600.0,610.0,
8841,Buffalo Gap Wind Farm 1,WND,WEST,2005-01-01,12/31/2070,120.6,120.6,
8842,Buffalo Gap Wind Farm 2,WND,WEST,2007-03-01,12/31/2070,232.5,232.5,
8843,Horse Hollow Wind 2,WND,WEST,2005-10-01,12/31/2070,184.0,184.0,17INR0058
8844,Horse Hollow Wind 1,WND,WEST,2006-06-01,12/31/2070,213.0,213.0,17INR0101
8845,Gulf Wind (I-II),WND,SOUTH,2009-04-01,12/31/2100,283.2,283.2,18INR0075
8846,Gulf Wind 2,WND,SOUTH,2025-01-01,12/31/2100,300.0,300.0,
8847,Stella Wind 1,WND,SOUTH,2018-12-01,12/31/2100,200.0,200.0,15INR0035
8848,Stella Wind 2,WND,SOUTH,2024-03-01,12/31/2100,200.0,200.0,16INR0012
8850,Orion Delaware,WND,WEST,2025-01-01,12/31/2100,175.0,175.0,
8887,Big Brown 3,STc+,NORTH,2050-01-01,12/31/2045,800.0,800.0,
8888,Martin Lake 4,STc+,NORTH,2050-01-01,12/31/2070,800.0,800.0,
8889,Monticello 4,STc+,NORTHEAS,2050-01-01,12/31/2045,800.0,800.0,
8890,Horse Hollow Wind 4,WND,WEST,2006-10-01,12/31/2070,115.0,115.0,17INR0060
8891,Morgan Creek 7,STc+,WEST,2050-01-01,12/31/2045,800.0,800.0,
8892,Valley 4,STc+,NORTHEAS,2050-01-01,12/31/2045,800.0,800.0,
8893,Tradinghouse 3,STc+,NORTH,2050-01-01,12/31/2045,800.0,800.0,
8894,Tradinghouse 4,STc+,NORTH,2050-01-01,12/31/2045,800.0,800.0,
8895,Lake Creek 3,STc+,NORTH,2030-01-01,12/31/2045,800.0,800.0,
8897,Rayburn 10,NCC,SOUTH,2030-01-01,1/1/2000,500.0,580.0,
8900,Camp Springs (1-2),WND,WEST,2007-03-01,12/31/2070,258.01,258.01,
8901,Forest Creek Wind Farm,WND,WEST,2007-01-01,12/31/2070,124.2,124.2,
8902,Mesquite 1-shackel,WND,WEST,2007-02-01,12/31/2070,100.0,100.0,
8903,Post Oak Wind (1-2),WND,WEST,2008-01-01,12/31/2070,200.0,200.0,
8904,Wild Horse Wind Farm 1-(Cottle),WND,WEST,2025-01-01,12/31/2008,60.0,60.0,
8905,Wild Horse Wind Farm 2-(Cottle),WND,WEST,2025-01-01,12/31/2008,39.0,39.0,
8906,Snyder Wind Farm,WND,WEST,2007-12-01,6/1/2021,63.0,63.0,
8907,Horse Hollow Wind 3,WND,WEST,2006-10-01,12/31/2070,223.5,223.5,17INR0103
8908,Sweetwater Wind 4 and 5,WND,WEST,2007-06-01,12/31/2070,334.0,334.0,
8909,Sand Bluff Wind Farm,WND,WEST,2008-01-01,12/31/2070,90.0,90.0,
8919,Decker Creek NCC,NCC,SOUTH,2030-01-01,12/31/2100,480.0,500.0,
8920,Roans Prairie Tenaska,NCC,NORTH,2024-06-01,1/1/2100,650.0,663.0,16INR0008
8921,Pinecrest Energy Center,NCC,NORTH,2030-01-01,12/31/2100,710.0,730.0,16INR0006
8923,San Roman Wind,WND,SOUTH,2016-12-01,12/31/2100,94.0,94.0,
8924,Salt Fork Wind,WND,WEST,2016-12-01,12/31/2100,174.0,174.0,
8925,Unity Wind ERCOT,WND,WEST,2029-01-01,12/31/2100,203.0,203.0,15INR0050
8926,Railhead Capacity Wind,WND,WEST,2024-06-01,12/31/2100,248.0,248.0,14INR0030c
8927,Torrecillas Wind A (DOW Bordas),WND,SOUTH,2018-12-15,12/31/2100,300.0,300.0,14INR0045
8928,Torrecillas Wind B,WND,SOUTH,2026-01-01,12/31/2100,200.0,200.0,14INR0045b
8929,Caprock Wind ERCOT,WND,WEST,2030-01-01,12/31/2100,300.0,300.0,
8930,Javelina Wind,WND,SOUTH,2015-12-14,12/31/2100,250.0,250.0,
9070,Laporte NET Power,QF,HOUSTON,2020-02-07,1/1/2100,22.0,22.0,17INR0022
9815,Hugo,STc+,NORTHEAS,2050-01-01,12/31/2045,500.0,500.0,
9817,Comanche Peak 3,NU,NORTH,2050-01-01,1/1/2100,1600.0,1600.0,
9818,Comanche Peak 4,NU,NORTH,2050-01-01,1/1/2100,1600.0,1600.0,
9819,South Texas 3,NU,SOUTH,2038-01-01,12/31/2038,1350.0,1350.0,
9820,South Texas 4,NU,SOUTH,2038-01-01,12/31/2038,1350.0,1350.0,
9827,Goat wind,WND,WEST,2008-04-01,12/31/2070,80.0,80.0,
9828,Buffalo Gap Wind Farm 3,WND,WEST,2008-05-01,12/31/2070,170.2,170.2,
9829,Whirlwind Energy,WND,WEST,2007-09-01,12/31/2070,60.0,60.0,
9830,Red Canyon,WND,WEST,2006-06-01,12/31/2070,84.0,84.0,17INR0057
9831,Stanton Wind Energy,WND,WEST,2007-12-01,12/31/2070,123.6,123.6,
9832,Ocotillo Wind Farm,WND,WEST,2009-01-01,12/31/2100,58.8,58.8,
9833,Roscoe Wind Farm,WND,WEST,2008-02-01,12/31/2070,209.0,209.0,
9834,Barton Chapel Wind,WND,NORTH,2009-01-01,12/31/2100,120.0,120.0,
9835,Callahan Wind,WND,WEST,2004-11-01,12/31/2070,114.0,114.0,17INR0056
9836,Panther Creek 1,WND,WEST,2008-06-01,12/31/2070,142.5,142.5,
9838,Capricorn Ridge Wind 3,WND,WEST,2007-09-01,12/31/2070,149.5,149.5,17INR0065
9839,Capricorn Ridge Wind 1,WND,WEST,2007-09-01,12/31/2070,214.5,214.5,17INR0063
9853,Victoria City Nuclear,NU,SOUTH,2050-01-01,12/31/2038,3200.0,3200.0,
9882,Texas Clean Energy Project,NCC,WEST,2050-01-01,12/31/2070,180.0,180.0,
9962,Wharton Energy Center,NGT,HOUSTON,2026-01-01,12/31/2100,600.0,650.0,15INR0023
9963,FGE Texas 1,NCC,WEST,2026-06-01,12/31/2100,799.0,799.0,16INR0010
9977,Rockwood G,NCC,SOUTH,2024-06-01,12/31/2100,1122.0,1122.0,18INR0001
9978,FGE Texas II,NCC,WEST,2030-01-01,12/31/2100,799.0,799.0,17INR0010
9979,SPC Jackson G,NCC,SOUTH,2050-01-01,12/31/2100,916.0,916.0,
13617,OCI Alamo 1,SOL,SOUTH,2013-11-22,1/1/2100,41.0,41.0,
14001,Champion Wind Farm,WND,WEST,2008-03-01,12/31/2100,126.5,126.5,
14002,Inadale Wind,WND,WEST,2009-08-01,12/31/2100,197.0,197.0,
14003,Airtricity Lamesa Wind Plant 1,WND,WEST,2009-01-01,12/31/2008,183.0,183.0,
14004,Pyron Wind Farm,WND,WEST,2009-01-01,12/31/2100,249.0,249.0,
14005,Bull Creek Wind Plant,WND,WEST,2009-01-01,12/31/2100,180.0,180.0,
14006,Hackberry Wind Farm,WND,WEST,2009-01-01,12/31/2100,166.0,166.0,
14007,Mesquite Wind Farm 3-phase 4,WND,WEST,2030-01-01,1/1/2000,136.0,136.0,
14008,Mesquite Wind Farm 4,WND,WEST,2008-12-01,12/31/2100,100.0,100.0,
14009,Penascal Wind Farm 1,WND,SOUTH,2009-04-01,12/31/2100,202.0,202.0,
14011,South Trent Wind Farm,WND,WEST,2009-01-01,12/31/2100,101.2,101.2,
14012,Wild Horse Mountain-(Howard),WND,WEST,2030-01-01,12/31/2100,120.0,120.0,
14013,Elbow Creek Wind Project,WND,WEST,2009-01-01,12/31/2100,122.0,122.0,19INR0174
14014,Buffalo Gap 4 and 5,WND,WEST,2030-06-01,12/31/2100,300.0,300.0,
14015,Buffalo Gap 5,WND,WEST,2030-01-01,12/31/2100,232.5,232.5,
14016,M Bar Wind,WND,WEST,2030-01-01,12/31/2100,194.0,194.0,
14017,McAdoo Wind Farm,WND,NORTH,2009-01-01,12/31/2100,150.0,150.0,20INR0295
14018,Turkey Track Wind Energy Center,WND,WEST,2009-06-01,12/31/2100,175.0,175.0,
14019,Gunsight Mountain Wind,WND,WEST,2016-06-22,12/31/2100,120.0,120.0,
14020,Pistol Hill Energy Center,WND,WEST,2030-01-01,12/31/2100,300.0,300.0,
14021,McAdoo Energy Center II,WND,WEST,2030-01-01,12/31/2100,500.0,500.0,
14022,Notrees-1,WND,WEST,2009-04-01,12/31/2100,152.61,152.61,
14023,Wind Tex Energy Lenorah Wind Farm Project,WND,WEST,2025-09-01,12/31/2100,251.0,251.0,
14024,Stephens County Wind,WND,WEST,2025-01-01,12/31/2100,141.0,141.0,
14025,Aviator Wind,WND,WEST,2020-10-01,12/31/2100,525.0,525.0,19INR0156
14026,B&B Panhandle Wind,WND,WEST,2030-01-01,1/1/2000,1001.0,1001.0,
14027,Gatesville Wind Farm,WND,NORTH,2030-06-01,12/31/2100,200.0,200.0,
14028,Camp Springs Energy Center III,WND,WEST,2030-01-01,12/31/2100,350.0,350.0,
14029,Throckmorton Wind Farm,WND,WEST,2025-12-31,12/31/2100,400.0,400.0,
14030,Fort Concho Wind Farm,WND,WEST,2030-01-01,12/31/2100,400.0,400.0,
14031,Wolfe Ridge,WND,NORTH,2009-04-01,12/31/2100,112.5,112.5,21INR0511
14032,Gunsight Mountain Wind Energy,WND,WEST,2030-01-31,1/1/2000,200.0,200.0,
14033,Wind Tex Energy Gray Wind Project,WND,WEST,2025-01-01,1/1/2038,141.0,141.0,
14034,Panther Creek 2,WND,WEST,2009-01-01,12/31/2070,115.5,115.5,
14035,Galveston Offshore Wind project,WND,HOUSTON,2010-01-01,1/1/2000,150.0,150.0,
14036,Sherbino I,WND,WEST,2009-01-01,1/20/2021,150.0,150.0,
14037,Capricorn Ridge Wind 4,WND,WEST,2008-09-01,12/31/2100,112.5,112.5,17INR0061
14038,Capricorn Ridge Wind 2,WND,WEST,2008-09-01,12/31/2100,186.0,186.0,17INR0064
14039,Cottonwood Wind,WND,WEST,2014-06-02,1/1/2000,100.0,100.0,
14040,Coyote Run Windfarm,WND,WEST,2028-01-01,12/31/2100,225.0,225.0,
14041,Sherbino Mesa Wind Farm 2,WND,WEST,2011-11-01,12/31/2100,150.0,150.0,19INR0120
14042,Scurry County Wind III,WND,WEST,2030-06-01,12/31/2100,350.0,350.0,
14043,Jackson Mountain,WND,WEST,2025-01-01,1/1/1999,90.0,90.0,
14044,Sterling Energy Center II,WND,WEST,2029-01-01,12/31/2100,300.0,300.0,
14045,Capricorn Ridge III,WND,WEST,2030-01-01,1/1/2000,249.0,249.0,
14046,Goat Wind 2,WND,WEST,2009-04-01,12/31/2070,69.6,69.6,
14047,Papalote Creek Wind 1,WND,SOUTH,2009-10-31,12/31/2100,179.85,179.85,
14048,Langford Wind Power,WND,WEST,2009-12-15,12/31/2100,150.0,150.0,
14049,Loraine Windpark (I-IV),WND,WEST,2009-12-01,12/31/2100,151.0,151.0,
14050,Panther Creek 3,WND,WEST,2009-11-01,12/31/2070,199.5,199.5,21INR0449
14051,Wolfe Flats,WND,WEST,2009-01-01,12/31/2070,1.0,1.0,
14052,Senate Wind Project,WND,NORTH,2012-12-01,12/31/2100,150.0,150.0,
14053,Cedro Hill Wind,WND,SOUTH,2010-10-01,12/31/2100,150.0,150.0,
14054,Penascal Wind Farm 2,WND,SOUTH,2010-07-01,12/31/2100,202.0,202.0,
14055,Baffin Wind (Penascal 3),WND,SOUTH,2015-03-01,12/31/2100,202.0,202.0,
14056,Papalote Creek Wind 2,WND,SOUTH,2010-06-01,12/31/2100,200.0,200.0,
14057,Cedar Elm Wind farm,WND,NORTH,2030-01-01,1/1/2000,136.0,136.0,
14058,Archer-Young wind Farm,WND,WEST,2030-01-01,1/1/2000,250.0,250.0,
14059,2W Whatley Phase 1,WND,WEST,2030-01-01,12/31/2100,45.0,45.0,
14060,2W Whatley Phase 2,WND,WEST,2025-01-01,12/31/2100,290.0,290.0,
14061,Los Vientos Wind Farm (La Palmas),WND,SOUTH,2013-01-01,1/1/2100,400.0,400.0,
14062,Magic Valley Wind Project (Willacy),WND,SOUTH,2012-08-23,1/1/2100,201.6,201.6,
14063,WKN Mozart WIND Farm,WND,WEST,2013-01-01,1/1/2100,30.0,30.0,
14064,Anacacho Windfarm,WND,SOUTH,2012-12-01,12/31/2100,100.0,100.0,
14065,Wake Wind Floyd County,WND,SOUTH,2030-01-01,12/31/2100,300.0,300.0,
14066,Kaiser Creek Windfarm,WND,SOUTH,2026-06-01,12/31/2100,101.0,101.0,18INR0042
14067,Trinity Hills,WND,SOUTH,2012-03-01,12/31/2100,225.0,225.0,20INR0019
14069,Stephens-Borlynn Wind Project 1,WND,WEST,2014-11-01,12/31/2100,211.0,211.0,
14070,Baker Ranch Wind,WND,WEST,2029-01-01,12/31/2100,400.0,400.0,
14071,Blue Summit Wind,WND,WEST,2013-01-01,12/31/2100,135.4,135.4,18INR0072
14072,Bobcat Bluff Wind,WND,WEST,2013-01-01,12/31/2100,150.0,150.0,18INR0078
14073,Harbor Wind,WND,SOUTH,2012-03-15,1/1/2100,9.0,9.0,
14074,Whitetail Wind Energy Project,WND,SOUTH,2013-01-01,1/1/2100,92.0,92.0,
14075,Midway Farms Wind,WND,SOUTH,2018-12-01,12/31/2100,161.0,161.0,11INR0054
14076,Mesquite Creek Wind,WND,WEST,2015-04-01,12/31/2100,249.0,249.0,
14077,Goldwaite Wind,WND,NORTH,2014-05-01,12/31/2100,150.0,150.0,
14078,Moore Wind I,WND,WEST,2050-01-01,12/31/2100,149.0,149.0,
14079,Conway Wind (Carson County),WND,WEST,2014-12-01,12/31/2100,211.0,211.0,
14080,Longhorn Energy Center,WND,WEST,2015-05-15,12/31/2100,200.0,200.0,
14081,Pattern Panhandle Wind I,WND,WEST,2014-07-10,12/31/2100,218.0,218.0,
14082,Mariah Wind 3,WND,WEST,2029-01-01,12/31/2100,218.0,218.0,13INR0010c
14083,Mariah Wind 1,WND,WEST,2016-10-15,12/31/2100,230.0,230.0,
14084,Windmill Capacity Wind III,WND,WEST,2030-01-01,12/31/2100,152.0,152.0,13INR0010a
14085,Shannon Wind South Clay,WND,WEST,2015-12-15,1/1/2100,202.0,202.0,
14086,Spinning Spur Wind Two,WND,WEST,2014-06-01,1/1/2100,161.0,161.0,
14087,Miami Wind 1 Project,WND,WEST,2014-08-01,1/1/2100,288.0,288.0,
14088,Hereford Wind,WND,WEST,2014-12-01,12/31/2100,200.0,200.0,
14089,Sendero Wind,WND,SOUTH,2016-01-01,12/31/2100,78.0,78.0,
14090,Patriot Wind Petronila,WND,SOUTH,2019-03-08,12/31/2100,226.0,226.0,11INR0062
14091,Keechi Creek Wind,WND,NORTH,2015-02-13,12/31/2100,102.0,102.0,
14092,Windthorst II,WND,NORTH,2015-01-01,12/31/2100,65.0,65.0,
14093,Rattlesnake Den Wind A,WND,WEST,2015-10-01,12/31/2100,211.0,211.0,
14094,Cameron County Wind,WND,SOUTH,2015-12-15,12/31/2100,165.0,165.0,
14095,Comanche Run Wind,WND,WEST,2029-10-01,12/31/2100,500.0,500.0,12INR0029
14096,Hereford Wind Phase II (Jumbo Road),WND,WEST,2015-05-01,1/1/2100,300.0,300.0,
14097,Pampa Wind Project,WND,WEST,2030-01-01,1/1/2100,500.0,500.0,
14098,Route66 Wind,WND,WEST,2015-08-01,1/1/2100,150.0,150.0,
14099,Los Vientos III,WND,SOUTH,2015-03-01,1/1/2100,200.0,200.0,
14100,Los Vientos IV,WND,SOUTH,2016-08-15,1/1/2100,200.0,200.0,
14101,Miami Wind 2,WND,WEST,2027-01-01,1/1/2100,111.0,111.0,
14102,Rattlesnake Den Wind B,WND,WEST,2030-01-01,1/1/2100,158.0,158.0,
14103,South Plains Wind I,WND,SOUTH,2015-11-15,1/1/2100,200.0,200.0,
14104,South Plains Wind II,WND,SOUTH,2016-05-20,1/1/2100,300.0,300.0,
14105,Spinning Spur Wind Three,WND,WEST,2015-10-01,1/1/2100,194.0,194.0,
14106,Logans Gap Wind I,WND,WEST,2015-05-01,1/1/2100,200.0,200.0,
14107,Green Pastures Wind,WND,SOUTH,2015-05-01,1/1/2100,150.0,150.0,
14108,Pattern Panhandle 2,WND,WEST,2014-12-01,12/31/2100,182.0,182.0,
14109,Stephens-Borlynn Wind Project 2,WND,WEST,2015-05-01,12/31/2100,177.0,177.0,
14110,Windmill Capacity Wind I,WND,WEST,2024-06-01,12/31/2100,200.0,200.0,13INR0010def
14111,Scandia Wind 2,WND,WEST,2029-01-01,12/31/2100,200.0,200.0,
14112,Scandia Wind 3,WND,WEST,2030-01-01,12/31/2100,200.0,200.0,
14113,Wake Wind Energy,WND,WEST,2016-08-10,12/31/2100,257.0,257.0,
14114,Briscoe Wind Farm,WND,WEST,2015-11-01,12/31/2100,150.0,150.0,
14115,Windmill Capacity Wind II,WND,WEST,2024-12-01,12/31/2100,150.0,150.0,13INR0025
14116,Colbecs Corner Wind,WND,WEST,2016-08-08,12/31/2100,200.0,200.0,
14117,Los Vientos V,WND,SOUTH,2016-01-01,1/1/2100,110.0,110.0,
14118,Hale County Wind I,WND,WEST,2030-01-01,1/1/2100,200.0,200.0,
14119,Hale County Wind II,WND,WEST,2030-01-01,1/1/2100,200.0,200.0,
14120,Hale County Wind III,WND,WEST,2030-01-01,1/1/2100,200.0,200.0,
14121,Nazareth Solar,SOL,WEST,2024-06-01,12/31/2100,200.0,200.0,16INR0049
14122,Electra Wind,WND,WEST,2016-11-15,12/31/2100,230.0,230.0,
14123,Horse Creek TX Wind,WND,WEST,2016-10-21,12/31/2100,230.0,230.0,
14124,Changing Winds Project,WND,WEST,2030-01-01,12/31/2100,288.0,288.0,
14125,Longhorn Capacity Wind,WND,WEST,2030-01-01,12/31/2100,160.0,160.0,14INR0023b
14126,Pumpkin Wind Floyd County,WND,WEST,2028-01-01,12/31/2100,280.0,280.0,16INR0037c
14128,Flat Top Wind,WND,WEST,2018-02-01,12/31/2100,200.0,200.0,15INR0082
14129,Silver Canyon Wind,WND,WEST,2024-01-01,12/31/2100,200.0,200.0,12INR0002a
14130,Amazon Wind Dermott,WND,WEST,2017-07-10,12/31/2100,253.0,253.0,
14131,Coyote Wind,WND,WEST,2020-11-24,12/31/2100,243.0,243.0,17INR0027b
14132,Goodnight Wind,WND,WEST,2030-01-01,12/31/2100,500.0,500.0,14INR0033
14133,Chocolate Bayou,WND,HOUSTON,2030-01-01,12/31/2100,150.0,150.0,16INR0074
14134,Cactus Flats Wind,WND,WEST,2018-07-01,1/1/2100,150.0,150.0,16INR0086
14135,BearKat Wind A,WND,WEST,2017-12-15,1/1/2100,197.0,197.0,15INR0064
14136,BearKat Wind B,WND,WEST,2020-05-04,1/1/2100,163.0,163.0,15INR0064b
14137,Grandview W 3,WND,WEST,2022-12-01,1/1/2100,188.0,188.0,17INR0036
14138,Canadian Breaks Wind,WND,WEST,2019-06-15,1/1/2100,201.0,201.0,13INR0026
14139,Salt Fork Wind Expansion,WND,WEST,2030-01-01,1/1/2100,54.0,54.0,16INR0121
14140,Live Oak Wind,WND,WEST,2019-01-01,1/1/2100,201.0,201.0,12INR0060
14142,Tahoka Wind,WND,WEST,2018-11-15,12/31/2100,300.0,300.0,18INR0025
14143,Gopher Creek Wind,WND,WEST,2019-06-15,1/1/2101,155.0,155.0,18INR0067
14144,Rio Bravo I Wind,WND,SOUTH,2019-03-01,12/31/2100,238.0,238.0,17INR0005
14145,Edmondson Ranch Wind,WND,WEST,2022-10-31,12/31/2100,301.3,301.3,18INR0043
14146,Heart of Texas Wind,WND,WEST,2020-06-03,12/31/2100,180.0,180.0,18INR0016
14147,Hidalgo Wind II,WND,SOUTH,2019-12-01,1/1/2100,50.0,50.0,19INR0053
14148,Loraine Windpark Phase III,WND,WEST,2024-12-01,1/1/2100,100.0,100.0,18INR0068
14149,Fowlerton Capacity Wind,WND,SOUTH,2026-06-01,1/1/2100,200.0,200.0,16INR0112
14150,Seymour Hills Wind,WND,WEST,2019-05-01,1/1/2100,30.0,30.0,12INR0055
14151,Sage Draw Wind,WND,WEST,2020-01-08,1/1/2100,338.0,338.0,19INR0163
14152,Foard City Wind,WND,WEST,2019-08-01,1/1/2100,350.0,350.0,19INR0019
14153,Amadeus Wind,WND,WEST,2020-11-13,1/1/2100,250.0,250.0,14INR0009
14154,Ranchero Wind,WND,WEST,2019-08-01,1/1/2100,300.0,300.0,20INR0011
14155,Karankawa Wind,WND,SOUTH,2019-11-01,1/1/2100,200.0,200.0,18INR0014
14156,Karankawa Wind 2,WND,SOUTH,2019-11-15,1/1/2100,108.0,108.0,19INR0074
14157,Palmas Altas Wind,WND,SOUTH,2020-01-01,1/1/2100,145.0,145.0,17INR0037
14158,Peyton Creek Wind,WND,SOUTH,2019-11-20,1/1/2100,150.0,150.0,18INR0018
14159,Blue Summit Wind II,WND,WEST,2018-12-15,1/1/2100,102.0,102.0,18INR0070
14160,Hardeman Wind NextEra,WND,WEST,2020-01-08,1/1/2100,200.0,200.0,19INR0182
14161,Oersted Capacity Wind,WND,WEST,2030-01-01,1/1/2100,201.0,201.0,18INR0023
14162,Easter Wind,WND,WEST,2030-10-01,1/1/2100,308.0,308.0,15INR0063
14163,Jumbo Hill Wind,WND,WEST,2020-02-01,1/1/2100,160.0,160.0,18INR0038
14164,Kontiki 1 Wind,WND,WEST,2023-06-01,1/1/2100,255.0,255.0,19INR0099a
14165,Kontiki 2 Wind,WND,WEST,2023-06-01,1/1/2100,255.0,255.0,19INR0099b
14166,Las Majadas Wind,WND,SOUTH,2020-11-10,1/1/2100,273.0,273.0,17INR0035
14167,Mesteno Wind,WND,SOUTH,2020-01-08,1/1/2100,202.0,202.0,16INR0081
14168,High Lonesome Wind,WND,WEST,2019-12-01,1/1/2100,450.0,450.0,19INR0038
14169,Helena Wind,WND,SOUTH,2022-10-01,1/1/2100,250.0,250.0,20INR0129
14170,Bee County Wind II,WND,SOUTH,2024-12-01,1/1/2100,200.0,200.0,
14171,Black Angus Wind,WND,WEST,2024-09-01,1/1/2100,250.0,250.0,
14172,Santa Rita East,WND,WEST,2019-05-05,1/1/2100,300.0,300.0,18INR0033
14173,El Campo Wind,WND,WEST,2020-08-25,1/1/2100,242.0,242.0,19INR0051
14174,Truscott Gilliland Wind,WND,WEST,2021-12-01,1/1/2100,336.0,336.0,19INR0052
14175,Maverick Creek I,WND,WEST,2020-11-01,1/1/2100,373.0,373.0,20INR0045
14176,East Raymond Wind,WND,COASTAL,2020-12-01,1/1/2100,202.0,202.0,18INR0059
14177,Cranel Wind,WND,COASTAL,2020-05-15,1/1/2100,220.0,220.0,19INR0112
14178,Armstrong Wind,WND,PANHANDLE,2024-06-01,1/1/2100,253.0,253.0,18INR0029
14179,Prairie Hill Wind,WND,NORTH,2020-12-15,1/1/2100,300.0,300.0,19INR0100
14180,Canyon Wind,WND,WEST,2022-10-31,1/1/2100,201.8,201.8,18INR0030
14181,Maverick Creek II,WND,WEST,2021-02-01,1/1/2100,119.0,119.0,20INR0046
14182,Chalupa Wind,WND,COASTAL,2020-11-20,1/1/2100,198.0,198.0,20INR0042
14183,Hart Wind,WND,PANHANDLE,2023-06-01,1/1/2100,150.0,150.0,16INR0033
14184,West Willacy 2 W,WND,COASTAL,2026-06-01,1/1/2100,200.0,200.0,19INR0022
14185,Buenos Aires 2 W,WND,SOUTH,2026-06-01,1/1/2100,200.0,200.0,19INR0049
14186,Los Porciones I,WND,SOUTH,2026-06-01,1/1/2100,200.0,200.0,19INR0132
14187,Barranca Wind,WND,SOUTH,2026-06-01,1/1/2100,200.0,200.0,19INR0165
14188,Pawnee Capacity Wind,WND,SOUTH,2028-01-01,1/1/2100,504.0,504.0,
14189,Reloj Del Sol Wind,WND,SOUTH,2021-01-01,1/1/2100,202.0,202.0,17INR0025
14190,Venado Wind,WND,SOUTH,2020-12-01,1/1/2100,200.0,200.0,16INR0111
14191,Whitehorse Wind,WND,WEST,2020-01-08,1/1/2100,419.0,419.0,19INR0080
14192,White Mesa Wind,WND,WEST,2021-06-30,1/1/2100,152.3,152.3,19INR0128
14193,Fort McKavett Wind,WND,WEST,2026-01-01,1/1/2100,300.0,300.0,20INR0154
14194,Griffin Trail Wind,WND,WEST,2021-06-30,1/1/2100,225.0,225.0,20INR0052
14195,Baird North Wind,WND,WEST,2021-09-30,1/1/2100,351.0,351.0,20INR0083
14196,West Raymond Wind,WND,COASTAL,2021-03-01,1/1/2100,240.0,240.0,20INR0088
14197,High Lonesome Wind Phase II,WND,WEST,2020-02-15,1/1/2100,50.0,50.0,20INR0262
14198,Maryneal Wind,WND,WEST,2021-06-26,1/1/2100,182.0,182.0,18INR0031
14199,Shamrock Wind,WND,WEST,2050-11-30,1/1/2100,348.0,348.0,19INR0096
14200,Pease River Wind,WND,WEST,2029-10-01,1/1/2100,300.0,300.0,19INR0098
14201,Aquilla Lake Wind,WND,NORTH,2021-11-12,1/1/2100,202.0,202.0,19INR0145
14202,Barranca Wind II,WND,SOUTH,2029-10-01,1/1/2100,201.0,201.0,19INR0179
14203,Lutum Wind,WND,WEST,2026-10-01,1/1/2100,242.0,242.0,20INR0029
14204,Blackjack Creek Wind,WND,SOUTH,2022-03-01,1/1/2100,240.0,240.0,20INR0068
14205,Western Trail Wind,WND,WEST,2021-08-04,1/1/2100,367.0,367.0,20INR0142
14206,Tiger Wind,WND,WEST,2029-10-01,1/1/2100,300.0,300.0,20INR0153
14207,Aquilla Lake Wind II,WND,NORTH,2021-11-12,1/1/2100,100.0,100.0,20INR0256
14208,Monarch Creek Wind,WND,WEST,2023-12-01,1/1/2100,350.0,350.0,21INR0263
14209,Wildcat Creek Wind,WND,NORTH,2021-04-01,1/1/2100,180.0,180.0,20INR0033
14210,El Algodon Alto W,WND,COASTAL,2022-03-01,12/31/2100,201.0,201.0,15INR0034
14211,Big Sampson Wind,WND,WEST,2025-01-01,12/31/2100,400.0,400.0,16INR0104
14213,Roadrunner Crossing Wind 1,WND,NORTH,2023-01-01,12/31/2100,200.0,200.0,19INR0117
14214,Priddy Wind,WND,NORTH,2021-11-30,12/31/2100,300.0,300.0,16INR0085
14215,Vortex Wind,WND,WEST,2022-04-01,12/31/2100,350.0,350.0,20INR0120
14216,Carol Wind,WND,PANHANDLE,2024-06-01,12/31/2100,169.0,169.0,20INR0217
14217,Aguayo Wind,WND,NORTH,2024-12-01,12/31/2100,196.0,196.0,20INR0250
